name,total,exact1,transposed1,tonalTransped1,inverted1,augmented1,retrograded1,rotated1,trInverted1,trAugmented1,trRetrograded1,exact08,transposed08,tonalTransped08,inverted08,augmented08,retrograded08,rotated08,trInverted08,trAugmented08,trRetrograded08,exact06,transposed06,tonalTransped06,inverted06,augmented06,retrograded06,rotated06,trInverted06,trAugmented06,trRetrograded06,unclassified
ALL,6274,373,350,71,0,0,0,0,51,0,0,150,30,3,0,0,0,0,0,0,0,360,160,55,0,0,0,2,3,1,0,4665
chopinOp24No4-2016DM-SIATECCompressF1-pattern1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
chopinOp24No4-2016DM-SIATECCompressF1-pattern2,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3
chopinOp24No4-2016DM-SIATECCompressF1-pattern3,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
chopinOp24No4-2016DM-SIATECCompressF1-pattern4,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
chopinOp24No4-2016DM-SIATECCompressF1-pattern5,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
chopinOp24No4-2016DM-SIATECCompressF1-pattern6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
chopinOp24No4-2016DM-SIATECCompressF1-pattern7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chopinOp24No4-2016DM-SIATECCompressF1-pattern8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
chopinOp24No4-2016DM-SIATECCompressF1-pattern9,10,3,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chopinOp24No4-2016DM-SIATECCompressF1-pattern10,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chopinOp24No4-2016DM-SIATECCompressF1-pattern11,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
chopinOp24No4-2016DM-SIATECCompressF1-pattern12,16,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
chopinOp24No4-2016DM-SIATECCompressF1-pattern13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
chopinOp24No4-2016DM-SIATECCompressF1-pattern14,12,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
chopinOp24No4-2016DM-SIATECCompressF1-pattern15,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7
chopinOp24No4-2016DM-SIATECCompressF1-pattern16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
chopinOp24No4-2016DM-SIATECCompressF1-pattern17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
chopinOp24No4-2016DM-SIATECCompressF1-pattern18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
chopinOp24No4-2016DM-SIATECCompressF1-pattern19,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
chopinOp24No4-2016DM-SIATECCompressF1-pattern20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
chopinOp24No4-2016DM-SIATECCompressF1-pattern21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
chopinOp24No4-2016DM-SIATECCompressF1-pattern22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chopinOp24No4-2016DM-SIATECCompressF1-pattern23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chopinOp24No4-2016DM-SIATECCompressF1-pattern24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chopinOp24No4-2016DM-SIATECCompressF1-pattern25,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern12,14,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
gibbonsSilverSwan1612-2016DM-SIATECCompressF1-pattern18,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
beethovenOp2No1Mvt3-2016DM-SIATECCompressF1-pattern1,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11
beethovenOp2No1Mvt3-2016DM-SIATECCompressF1-pattern2,5,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beethovenOp2No1Mvt3-2016DM-SIATECCompressF1-pattern3,8,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
beethovenOp2No1Mvt3-2016DM-SIATECCompressF1-pattern4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
beethovenOp2No1Mvt3-2016DM-SIATECCompressF1-pattern5,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7
